,product_name,image,product_specifications,categories,description
284,Services Junction Beautiful Black and Golden color Diamond Ganesh idol for Pooja Showpiece  -  5 cm,63f2d92a3f5fc6cfc11e7f99d5798eac.jpg,"{""product_specification""=>[{""key""=>""Brand"", ""value""=>""Services Junction""}, {""key""=>""Model Number"", ""value""=>""G00004gld_blk""}, {""key""=>""Type"", ""value""=>""Contemporary, Religious Idols, Antique""}, {""key""=>""Shade"", ""value""=>""Black, Golden, Silver""}, {""key""=>""Material"", ""value""=>""Pottery""}, {""key""=>""Model Name"", ""value""=>""Beautiful Black and Golden color Diamond Ganesh idol for Pooja""}, {""key""=>""Color"", ""value""=>""Black, Gold, Silver""}, {""key""=>""Weight"", ""value""=>""50 g""}, {""key""=>""Height"", ""value""=>""5 cm""}, {""key""=>""Width"", ""value""=>""4.5 cm""}, {""key""=>""Depth"", ""value""=>""2.5 cm""}, {""key""=>""Other Features"", ""value""=>""Lord Ganesha | Ganesh | Ganpati by Gods and Gifts (G0004gld);, Material:- Clay;, Package Contents:- 1 Statue;, Packaging:- Box Packed and Bubble Wrapped;, Dimensions : 5cms x 4.5cms x 2.5cms (approx.), Care Instructions: - Clean with Damp Cloth, Do not Submerge in Water.""}, {""key""=>""Sales Package"", ""value""=>""1 Ganesha Idol""}, {""key""=>""Pack of"", ""value""=>""1""}]}",home decor festive needs,features services junction beautiful black golden color diamond ganesh idol pooja showpiece lord ganesha ganesh ganpati gods gifts material clay package contents statue packaging packed bubble wrapped dimensions approx care instructions clean with damp cloth submerge water services junction beautiful black golden color diamond ganesh idol pooja showpiece pottery black gold silver price exclusive antique finish black ganesh idol made with clay given unique finish with golden diamond like stones studded limited edition pieces available gifting well placing home speciality very rich attractive limited edition item ganesh deity hinduism deva wisdom intellect handmade stone fine painted statue colorful stone ganesha with very famous meenakari hand painting gorgeous unique ganesha ganpati bring prosperity happiness your home office perfect pooja place desk home decor beautiful spiritual gift disclaimer images represent actual product though color image product slightly differ specifications services junction beautiful black golden color diamond ganesh idol pooja showpiece pottery black gold silver general brand services junction model number type contemporary religious idols antique shade black golden silver material pottery model name beautiful black golden color diamond ganesh idol pooja color black gold silver dimensions weight height width depth additional features other features lord ganesha ganesh ganpati gods gifts material clay package contents statue packaging packed bubble wrapped dimensions approx care instructions clean with damp cloth submerge water sales package ganesha idol pack
285,"palito PLO 149 Analog Watch  - For Girls, Women",64a9d0488652194fd8e879d5e6dc8015.jpg,"{""product_specification""=>[{""key""=>""Type"", ""value""=>""Analog""}, {""key""=>""Style Code"", ""value""=>""PLO 149""}, {""key""=>""Ideal For"", ""value""=>""Girls, Women""}, {""key""=>""Occasion"", ""value""=>""Party-Wedding""}, {""value""=>""6 months""}, {""key""=>""Dial Shape"", ""value""=>""Round""}, {""key""=>""Strap Color"", ""value""=>""black""}, {""key""=>""Dial Color"", ""value""=>""black""}]}",watches,specifications palito analog watch girls women general type analog style code ideal girls women occasion party wedding warranty months body features dial shape round strap color black dial color black
286,V9 METAL STRAP Analog Watch  - For Men,08613e8b27838b997069b1fedb6e88d2.jpg,"{""product_specification""=>[{""key""=>""Type"", ""value""=>""Analog""}, {""key""=>""Style Code"", ""value""=>""METAL STRAP""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Ideal For"", ""value""=>""Men""}, {""value""=>""NO""}, {""key""=>""Dial Shape"", ""value""=>""Round""}, {""key""=>""Strap Color"", ""value""=>""STEEL""}, {""key""=>""Dial Color"", ""value""=>""BLACK""}]}",watches,specifications metal strap analog watch general type analog style code metal strap occasion casual ideal warranty body features dial shape round strap color steel dial color black
287,Dreamshomes Velvet Sofa Cover,a66a68fbed935f90b62d5d29003267fc.jpg,"{""product_specification""=>[{""key""=>""Pack of"", ""value""=>""6""}, {""key""=>""Brand"", ""value""=>""Dreamshomes""}, {""key""=>""Model Number"", ""value""=>""SOFAB002""}, {""key""=>""Shade"", ""value""=>""Multicolour""}, {""key""=>""Color"", ""value""=>""Multicolor""}, {""key""=>""Type"", ""value""=>""Sofa""}, {""key""=>""Pattern"", ""value""=>""Checkered""}, {""key""=>""Material"", ""value""=>""Velvet""}, {""key""=>""Suitable For"", ""value""=>""Living-Room""}, {""key""=>""Height"", ""value""=>""36 cm""}, {""key""=>""Weight"", ""value""=>""1 kg""}]}",home furnishing,specifications dreamshomes velvet sofa cover multicolour pack pack general brand dreamshomes model number sofab shade multicolour color multicolor type sofa pattern checkered material velvet suitable living room dimensions height weight
288,"Kandyfloss Baby Boy's, Baby Girl's Romper",7f7c64d439d64656d6baa40f5798cdf5.jpg,"{""product_specification""=>[{""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 3""}, {""key""=>""Fabric"", ""value""=>""COTTON""}, {""key""=>""Type"", ""value""=>""Romper""}, {""key""=>""Neck"", ""value""=>""ENVELOPE NECK""}, {""key""=>""Pattern"", ""value""=>""Geometric Print""}, {""key""=>""Ideal For"", ""value""=>""Baby Boy's, Baby Girl's""}, {""value""=>""3 Romper""}]}",baby care,features kandyfloss baby baby girl romper fabric cotton brand color specifications kandyfloss baby baby girl romper details number contents sales package pack fabric cotton type romper neck envelope neck general details pattern geometric print ideal baby baby girl romper
289,Services Junction Gold Plated Ganesh Idol Showpiece For Pooja Showpiece  -  6.5 cm,2aaa6083689193df5ab01fe37dea1b5e.jpg,"{""product_specification""=>[{""key""=>""Brand"", ""value""=>""Services Junction""}, {""key""=>""Model Number"", ""value""=>""G0015Gld_PL""}, {""key""=>""Shade"", ""value""=>""Golden""}, {""key""=>""Type"", ""value""=>""Contemporary, Religious Idols, Antique""}, {""key""=>""Model Name"", ""value""=>""Gold Plated Ganesh Idol Showpiece For Pooja""}, {""key""=>""Material"", ""value""=>""Pottery""}, {""key""=>""Color"", ""value""=>""Gold""}, {""key""=>""Weight"", ""value""=>""50 g""}, {""key""=>""Height"", ""value""=>""6.5 cm""}, {""key""=>""Width"", ""value""=>""3.5 cm""}, {""key""=>""Depth"", ""value""=>""3 cm""}, {""key""=>""Sales Package"", ""value""=>""1 Ganesha Idol""}, {""key""=>""Pack of"", ""value""=>""1""}, {""key""=>""Other Features"", ""value""=>""Lord Ganesha | Ganesh | Ganpati by Gods and Gifts (G0015GId);, Material:- Clay;, Package Contents:- 1 Statue;, Packaging:- Box Packed and Bubble Wrapped;, Dimensions : 6.5cms x 3.5cms x 3cms (approx.), Care Instructions: - Clean with Damp Cloth, Do not Submerge in Water.""}, {""key""=>""Water Resistant"", ""value""=>""No""}]}",home decor festive needs,features services junction gold plated ganesh idol showpiece pooja showpiece lord ganesha ganesh ganpati gods gifts material clay package contents statue packaging packed bubble wrapped dimensions approx care instructions clean with damp cloth submerge water services junction gold plated ganesh idol showpiece pooja showpiece pottery gold price hard find unique posters with gold finish huge collection consisting your favorite gods goddesses this brass idol ganesha meant performing puja home simply decorating your home hindu evotion ganesha widely diffused extends jains buddhists beyond india although known many attributes ganesha elephant head makes easy identify ganesha widely revered remover obstacles patron arts sciences deva intellect wisdom beginnings honoured start rituals ceremonies disclaimer images represent actual product though color image product slightly differ specifications services junction gold plated ganesh idol showpiece pooja showpiece pottery gold general brand services junction model number shade golden type contemporary religious idols antique model name gold plated ganesh idol showpiece pooja material pottery color gold dimensions weight height width depth sales package ganesha idol pack additional features other features lord ganesha ganesh ganpati gods gifts material clay package contents statue packaging packed bubble wrapped dimensions approx care instructions clean with damp cloth submerge water water resistant
290,Brahmz Glass Mossiac Table Lamp,45204a03550940bdcbc8e4703c07f550.jpg,"{""product_specification""=>[{""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Sales Package"", ""value""=>""1 Table Lamp""}, {""key""=>""Lamp Base Material"", ""value""=>""Glass, Mossiac""}, {""key""=>""Model Number"", ""value""=>""G-137""}, {""key""=>""Bulb Type"", ""value""=>""40W""}, {""key""=>""Type"", ""value""=>""Standard""}, {""key""=>""Assembly Required"", ""value""=>""No""}, {""key""=>""Model Name"", ""value""=>""Glass Mossiac""}, {""key""=>""Lamp Body Material"", ""value""=>""Glass, Mossiac""}, {""key""=>""Color"", ""value""=>""Multi Color""}, {""key""=>""Cord Length"", ""value""=>""39 inch""}, {""key""=>""Weight"", ""value""=>""700 g""}, {""key""=>""Height"", ""value""=>""18 cm""}, {""key""=>""Width"", ""value""=>""13 cm""}, {""key""=>""Power Source"", ""value""=>""AC""}]}",home decor festive needs,features brahmz glass mossiac table lamp multi color bulb brahmz glass mossiac table lamp multi color price refreshing change from sleek contemporary lamps this table lamp from brahmz breaks away from conventions with unique appeal beautiful colours made glass made glass this table lamp durable sturdy enhances your home mosaic pattern blend traditional modern this table lamp colourful vibrant mosaic pattern that gives your home magical charming ambience handmade design this table lamp beautifully handcrafted with skill creativity that make elegant addition your home specifications brahmz glass mossiac table lamp multi color number contents sales package pack sales package table lamp general lamp base material glass mossiac model number bulb type type standard assembly required model name glass mossiac lamp body material glass mossiac color multi color dimensions cord length inch weight height width power features power source
291,MKB Baby Girl's Shirt Dress,8876d7569efdaff5a21b33a1ab44a13d.jpg,"{""product_specification""=>[{""value""=>""1 Dress""}, {""key""=>""Length"", ""value""=>""Midi/Knee Length""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Ideal For"", ""value""=>""Baby Girl's""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Fabric"", ""value""=>""Velvet and Net""}, {""key""=>""Type"", ""value""=>""Shirt""}, {""value""=>""Gentle Hand Wash. Do not bleach.""}]}",baby care,features baby girl shirt dress material velvet length inches color black white baby girl shirt dress price this black white baby girl dress made velvet material very attractive comfortable perfect ceremony wear baby girls beautiful dress little angel specifications baby girl shirt dress dress dimensions length midi knee length general details pattern solid occasion casual ideal baby girl dress details number contents sales package pack fabric velvet type shirt fabric care gentle hand wash bleach
292,Toddla Baby Girl's Gathered Dress,7c15895bbfd7da97c219be5b28150a06.jpg,"{""product_specification""=>[{""value""=>""1 Frock""}, {""key""=>""Length"", ""value""=>""Midi/Knee Length""}, {""key""=>""Pattern"", ""value""=>""Floral Print""}, {""key""=>""Ideal For"", ""value""=>""Baby Girl's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Sleeve"", ""value""=>""Sleeveless""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Fabric"", ""value""=>""Cotton""}, {""key""=>""Type"", ""value""=>""Gathered""}, {""key""=>""Neck"", ""value""=>""Crew Neck""}, {""key""=>""Other Details"", ""value""=>""Product Weight (g) -200, Product Length (cm) -23""}]}",baby care,features toddla baby girl gathered dress raglan printed dress with beautiful flower waist lining cotton toddla gathered line cotton floral print knee longdress baby girls material made cotton that make this dress very comfortable wear long perfrect dress little princess carry cuteness style wash care normal wash cold water twist tumble shade toddla baby girl gathered dress price raglan printed dress with beautiful flower waist lining cotton specifications toddla baby girl gathered dress frock dimensions length midi knee length general details pattern floral print ideal baby girl occasion casual dress details sleeve sleeveless number contents sales package pack fabric cotton type gathered neck crew neck additional details other details product weight product length
293,Baby Moshai Baby Girl's A-line Dress,c2efa8aa11898bdb5fc4e46201973a42.jpg,"{""product_specification""=>[{""value""=>""1 Dress""}, {""key""=>""Length"", ""value""=>""Mini/Short""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Ideal For"", ""value""=>""Baby Girl's""}, {""key""=>""Sleeve"", ""value""=>""Full Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Fabric"", ""value""=>""Faux Fur, Net""}, {""key""=>""Type"", ""value""=>""A-line""}, {""key""=>""Neck"", ""value""=>""Round""}, {""key""=>""Other Details"", ""value""=>""Warm party wear fleece and net dress for girls, Faux fur turtle neck, Fleece frock, suitable for winters, Elastic waistband for better fit, High quality garment, Girlie net that adds softness to the entire garment""}, {""value""=>""Hand Washable""}]}",baby care,features baby moshai baby girl line dress commendable design baby moshai baby girl line dress price give simple elegant look your girl with this amazing pink colored full sleeved dress from house baby moshai made from soft faux fabric provide comfort ease your daughter wants miss opportunity first grab trendiest pick season barrage compliments will make your child happy specifications baby moshai baby girl line dress dress dimensions length mini short general details pattern solid occasion casual ideal baby girl dress details sleeve full sleeve number contents sales package pack fabric faux type line neck round additional details other details warm party wear fleece dress girls faux turtle neck fleece frock suitable winters elastic waistband better high quality garment girlie that adds softness entire garment fabric care hand washable
294,My Little Lambs Baby Girl's Gathered Dress,688bb32bf0d9b6e350d2c0912a3b7c9f.jpg,"{""product_specification""=>[{""value""=>""1 Dress""}, {""key""=>""Length"", ""value""=>""Midi/Knee Length""}, {""key""=>""Pattern"", ""value""=>""Floral Print""}, {""key""=>""Ideal For"", ""value""=>""Baby Girl's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Lining"", ""value""=>""100% Cotton""}, {""key""=>""Sleeve"", ""value""=>""Cap sleeve""}, {""key""=>""Belt Included"", ""value""=>""No""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Fabric"", ""value""=>""Cotton""}, {""key""=>""Type"", ""value""=>""Gathered""}, {""key""=>""Neck"", ""value""=>""Round Neck""}, {""value""=>""Wash Separately, Cold Wash, No Tumble Dry, No Bleach, Light Iron, No Dry Clean""}]}",baby care,features little lambs baby girl gathered dress light blue gathered little lambs baby girl gathered dress price embroidered dress with ethnic floral print specifications little lambs baby girl gathered dress dress dimensions length midi knee length general details pattern floral print ideal baby girl occasion casual dress details lining cotton sleeve sleeve belt included number contents sales package pack fabric cotton type gathered neck round neck fabric care wash separately cold wash tumble bleach light iron clean
295,arnavs Multi1 Bottle Opener Set,735820e1614052fde55659da9dc10ccc.jpg,"{""product_specification""=>[{""key""=>""Brand"", ""value""=>""arnavs""}, {""key""=>""Model Number"", ""value""=>""Multi1""}, {""key""=>""Type"", ""value""=>""Bottle Opener Set""}, {""key""=>""Color"", ""value""=>""Red""}]}",kitchen dining,arnavs multi bottle opener price this five opener essential every kitchen specifications arnavs multi bottle opener general brand arnavs model number multi type bottle opener color
296,I Ball IBCTDC 160/2gb/DDR2 with Dual Core 2 RAM 160 Hard Disk,458c697fe5824552890b0e674cf5c109.jpg,"{""product_specification""=>[{""key""=>""Processor Speed"", ""value""=>""2.33 GHz""}, {""key""=>""Processor Name"", ""value""=>""Intel""}, {""key""=>""Processor Type"", ""value""=>""Dual Core""}, {""key""=>""Number of Cores"", ""value""=>""2""}, {""key""=>""Brand"", ""value""=>""I Ball""}, {""key""=>""Operating System"", ""value""=>""Free DOS""}, {""key""=>""Graphics Memory"", ""value""=>""NA GB""}, {""key""=>""Model Name"", ""value""=>""IBCTDC 160/2gb/DDR2""}, {""key""=>""Graphics"", ""value""=>""Intel onboard""}, {""key""=>""Memory Technology"", ""value""=>""DDR2""}, {""key""=>""RAM"", ""value""=>""2 GB""}, {""key""=>""Hard Disk Capacity"", ""value""=>""160 GB""}, {""key""=>""Covered in Warranty"", ""value""=>""All Parts of the Product""}, {""key""=>""Service Type"", ""value""=>""1 Year Domestic Warranty""}, {""key""=>""Warranty Summary"", ""value""=>""1 Year Domestic warranty covered for all parts of the product""}, {""key""=>""Not Covered in Warranty"", ""value""=>""Burning or Physically Damaged""}, {""key""=>""Weight"", ""value""=>""5 kg""}, {""key""=>""Height"", ""value""=>""50 cm""}, {""key""=>""Width"", ""value""=>""40 cm""}, {""key""=>""Depth"", ""value""=>""30 cm""}, {""key""=>""Sales Package"", ""value""=>""CPU, Driver CD, Power Cable""}]}",computers,specifications ball ibctdc with dual core hard disk free performance features processor speed processor name intel processor type dual core number cores general brand ball operating system free graphics memory model name ibctdc graphics intel onboard system memory storage features memory technology hard disk capacity warranty covered warranty parts product service type year domestic warranty warranty summary year domestic warranty covered parts product covered warranty burning physically damaged dimensions weight height width depth sales package driver power cable
297,Globe Graphic Print Baby Boy's Round Neck Orange T-Shirt,6ed34e1ab886e8a702ec59dd66ba4dff.jpg,"{""product_specification""=>[{""key""=>""Sleeve"", ""value""=>""Half Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Fabric"", ""value""=>""Cotton""}, {""key""=>""Type"", ""value""=>""Round Neck""}, {""key""=>""Fit"", ""value""=>""Regular""}, {""key""=>""Pattern"", ""value""=>""Graphic Print""}, {""key""=>""Ideal For"", ""value""=>""Baby Boy's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""value""=>""Wash with Similar Colors, Use Detergent for Colors""}, {""key""=>""Style Code"", ""value""=>""GLB-TS-575""}, {""value""=>""1 T Shirt""}]}",baby care,features globe graphic print baby round neck orange shirt regular suitable western wear sleeve half sleeve fabric cotton color orange globe graphic print baby round neck orange shirt price comfortable casual loose fitting heavyweight dark color polo shirt will quickly become your kids favorites made from cotton wears well anyone double needle stitched bottom sleeve hems extra durability specifications globe graphic print baby round neck orange shirt shirt details sleeve half sleeve number contents sales package pack fabric cotton type round neck regular general details pattern graphic print ideal baby occasion casual fabric care wash with similar colors detergent colors additional details style code shirt
298,JayEnterprise Plastic Hand Juicer,2971287a1ac427bd98c4778112d20d06.jpg,"{""product_specification""=>[{""key""=>""Brand"", ""value""=>""JayEnterprise""}, {""key""=>""Model Number"", ""value""=>""Hand_Juicer_combo""}, {""key""=>""Material"", ""value""=>""Plastic""}, {""key""=>""Color"", ""value""=>""Multicolor""}, {""key""=>""Sales Package"", ""value""=>""2 Hand Juicer""}, {""key""=>""Dishwasher Safe"", ""value""=>""No""}]}",kitchen dining,specifications jayenterprise plastic hand juicer multicolor general brand jayenterprise model number hand juicer combo material plastic color multicolor sales package hand juicer additional features dishwasher safe
299,Craftuno Handcrafted Soapstone Mini Cannon Showpiece  -  6.25 cm,4b8728226cc2934095782f7e7f3ce740.jpg,"{""product_specification""=>[{""key""=>""Brand"", ""value""=>""Craftuno""}, {""key""=>""Model Number"", ""value""=>""20601""}, {""key""=>""Type"", ""value""=>""Ethnic""}, {""key""=>""Material"", ""value""=>""Stoneware""}, {""key""=>""Model Name"", ""value""=>""Handcrafted Soapstone Mini Cannon""}, {""key""=>""Color"", ""value""=>""White""}, {""key""=>""Weight"", ""value""=>""215 g""}, {""key""=>""Height"", ""value""=>""6.25 cm""}, {""key""=>""Width"", ""value""=>""7.5 cm""}, {""key""=>""Sales Package"", ""value""=>""1 Showpiece Figurine""}, {""key""=>""Pack of"", ""value""=>""1""}]}",home decor festive needs,craftuno handcrafted soapstone mini cannon showpiece online craftuno handcrafted soapstone mini cannon showpiece best prices with free shipping cash delivery only genuine products replacement guarantee
300,Elephant 9.84 inch Lid,8c6942026d53b881d1da9359ea19c9fc.jpg,"{""product_specification""=>[{""key""=>""Diameter"", ""value""=>""9.84 inch""}, {""key""=>""Brand"", ""value""=>""Elephant""}, {""key""=>""Non-stick"", ""value""=>""No""}, {""key""=>""Model Number"", ""value""=>""DC 105""}, {""key""=>""Type"", ""value""=>""Lid""}, {""key""=>""Material"", ""value""=>""Stainless Steel""}, {""key""=>""Color"", ""value""=>""Steel""}, {""key""=>""Sales Package"", ""value""=>""1 Lid""}, {""key""=>""Pack of"", ""value""=>""1""}, {""key""=>""Oven Safe"", ""value""=>""Yes""}, {""key""=>""Dishwasher Safe"", ""value""=>""Yes""}, {""key""=>""Broiler Safe"", ""value""=>""Yes""}, {""key""=>""Freezer Safe"", ""value""=>""Yes""}, {""key""=>""Microwave Safe"", ""value""=>""Yes""}, {""key""=>""Cleaning"", ""value""=>""Handwash with Soapy Water""}, {""key""=>""Other Features"", ""value""=>""Prevents the Entry of Particles, Rust Resistant""}]}",kitchen dining,elephant inch online elephant inch best prices with free shipping cash delivery only genuine products replacement guarantee
301,Equinox EB-EQ 33 Body Fat Analyzer,23704dd51c975e845c574b044aae0a9f.jpg,"{""product_specification""=>[{""key""=>""Memory"", ""value""=>""Memory Support with 10 Memory Presets""}, {""key""=>""Auto Shut Off"", ""value""=>""Yes""}, {""key""=>""Body Weight"", ""value""=>""Yes""}, {""key""=>""Other Functions"", ""value""=>""Muscle Mass, Bone Weight, Water, Body Fat, Weight Graduation: 100 gm, Display in 0.1% Interval""}, {""key""=>""Body Fat Percentage"", ""value""=>""Yes""}, {""key""=>""Sales Package"", ""value""=>""Main Unit, 4 Batteries, Warranty Card, User Manual""}, {""key""=>""Operation Modes"", ""value""=>""Weight Only""}, {""key""=>""Type"", ""value""=>""Step On""}, {""key""=>""Maximum Weight Capacity"", ""value""=>""150 kg""}, {""key""=>""Powered By"", ""value""=>""Battery""}, {""key""=>""Batteries Required"", ""value""=>""4 AAA""}, {""key""=>""Power Required"", ""value""=>""1.5 V""}, {""key""=>""Domestic Term"", ""value""=>""1 Year""}, {""key""=>""Covered in Warranty"", ""value""=>""Parts and Labor""}, {""key""=>""Service Type"", ""value""=>""Carry In""}, {""key""=>""Warranty Type"", ""value""=>""Manufacturer's Warranty""}, {""key""=>""Not Covered in Warranty"", ""value""=>""No Damage Warranty""}, {""key""=>""Readings Displayed"", ""value""=>""Weight, Body Fat, Water Display""}, {""key""=>""Display"", ""value""=>""LCD Display of1.5 inch Size""}, {""value""=>""Elegant Design in Metallic-Optic, Straing Gauge Sensor, Safe, Bioelectrical Impedance Analysis""}]}",beauty and personal care,equinox body analyzer only from flipkart only genuine products replacement guarantee free shipping cash delivery
302,Nihar Pirangi Bomber Showpiece  -  10 cm,26d8d458084ef90d395d303eaeb71587.jpg,"{""product_specification""=>[{""key""=>""Brand"", ""value""=>""Nihar""}, {""key""=>""Model Number"", ""value""=>""Nst70114""}, {""key""=>""Type"", ""value""=>""Ethnic""}, {""key""=>""Model Name"", ""value""=>""Pirangi Bomber""}, {""key""=>""Material"", ""value""=>""Wooden""}, {""key""=>""Color"", ""value""=>""Multicolor""}, {""key""=>""Weight"", ""value""=>""75 g""}, {""key""=>""Height"", ""value""=>""10 cm""}, {""key""=>""Width"", ""value""=>""15 cm""}, {""key""=>""Sales Package"", ""value""=>""1 Showpiece Figurine""}, {""key""=>""Pack of"", ""value""=>""1""}]}",home decor festive needs,nihar pirangi bomber showpiece online nihar pirangi bomber showpiece best prices with free shipping cash delivery only genuine products replacement guarantee
303,NEHP NEH0012 Showpiece  -  22.86 cm,a554abb9699959ec78425eac2b997c27.jpg,"{""product_specification""=>[{""key""=>""Brand"", ""value""=>""NEHP""}, {""key""=>""Model Number"", ""value""=>""NEH0012""}, {""key""=>""Shade"", ""value""=>""Yellow, Black""}, {""key""=>""Type"", ""value""=>""Ethnic""}, {""key""=>""Model Name"", ""value""=>""NEH0012""}, {""key""=>""Material"", ""value""=>""Bamboo""}, {""key""=>""Purpose"", ""value""=>""Show Piece""}, {""key""=>""Color"", ""value""=>""Yellow, Black""}, {""key""=>""Weight"", ""value""=>""500 g""}, {""key""=>""Height"", ""value""=>""22.86 cm""}, {""key""=>""Width"", ""value""=>""15.24 cm""}, {""key""=>""Sales Package"", ""value""=>""Showpiece Figurine""}, {""key""=>""Pack of"", ""value""=>""1""}, {""key""=>""Other Features"", ""value""=>""GIFTS""}, {""key""=>""Wall Mount"", ""value""=>""Yes""}]}",home decor festive needs,nehp showpiece online nehp showpiece best prices with free shipping cash delivery only genuine products replacement guarantee
304,Homedesires Showpiece  -  10.5 cm,95cb9561009bd6707c67f05e6a00c16e.jpg,"{""product_specification""=>[{""key""=>""Brand"", ""value""=>""Homedesires""}, {""key""=>""Model Number"", ""value""=>""2099""}, {""key""=>""Type"", ""value""=>""Nautical Decor""}, {""key""=>""Material"", ""value""=>""Brass""}, {""key""=>""Color"", ""value""=>""Gold""}, {""key""=>""Height"", ""value""=>""10.5 cm""}, {""key""=>""Width"", ""value""=>""15.5 cm""}, {""key""=>""Sales Package"", ""value""=>""1 Chirag""}]}",home decor festive needs,homedesires showpiece online homedesires showpiece best prices with free shipping cash delivery only genuine products replacement guarantee
305,Pg handicrafts Beaded two drawers sofa set showpiece Showpiece  -  10.5 cm,906b5b16c78ba1c718501138702cb32c.jpg,"{""product_specification""=>[{""key""=>""Brand"", ""value""=>""Pg handicrafts""}, {""key""=>""Model Number"", ""value""=>""PGH_21F""}, {""key""=>""Type"", ""value""=>""Ethnic""}, {""key""=>""Material"", ""value""=>""Wool""}, {""key""=>""Model Name"", ""value""=>""Beaded two drawers sofa set showpiece""}, {""key""=>""Color"", ""value""=>""White""}, {""key""=>""Height"", ""value""=>""10.5 cm""}, {""key""=>""Width"", ""value""=>""10.5 cm""}, {""key""=>""Sales Package"", ""value""=>""Showpiece figurine""}, {""key""=>""Pack of"", ""value""=>""1""}]}",home decor festive needs,handicrafts beaded drawers sofa showpiece showpiece online handicrafts beaded drawers sofa showpiece showpiece best prices with free shipping cash delivery only genuine products replacement guarantee
306,Lal Haveli Rajasthani Handmade Decorative Wood Jharoka Showpiece  -  30.48 cm,7e11aaffb1d08f8091ea94598f7865aa.jpg,"{""product_specification""=>[{""key""=>""Brand"", ""value""=>""Lal Haveli""}, {""key""=>""Model Number"", ""value""=>""HND00568""}, {""key""=>""Type"", ""value""=>""Ethnic""}, {""key""=>""Model Name"", ""value""=>""Rajasthani Handmade Decorative Wood Jharoka""}, {""key""=>""Material"", ""value""=>""Wooden""}, {""key""=>""Color"", ""value""=>""Brown""}, {""key""=>""Weight"", ""value""=>""600 g""}, {""key""=>""Height"", ""value""=>""30.48 cm""}, {""key""=>""Width"", ""value""=>""15.24 cm""}, {""key""=>""Sales Package"", ""value""=>""1 Jharoka""}, {""key""=>""Pack of"", ""value""=>""1""}]}",home decor festive needs,haveli rajasthani handmade decorative wood jharoka showpiece online haveli rajasthani handmade decorative wood jharoka showpiece best prices with free shipping cash delivery only genuine products replacement guarantee
307,Aapno Rajasthan Marvel In Marble - Gold Embossed Roli Tika Chopra Showpiece  -  7.62 cm,a12d9ae5720ae41446e084911f0c2865.jpg,"{""product_specification""=>[{""key""=>""Brand"", ""value""=>""Aapno Rajasthan""}, {""key""=>""Model Number"", ""value""=>""MAR0962""}, {""key""=>""Type"", ""value""=>""Ethnic""}, {""key""=>""Material"", ""value""=>""Stoneware""}, {""key""=>""Model Name"", ""value""=>""Marvel In Marble - Gold Embossed Roli Tika Chopra""}, {""key""=>""Color"", ""value""=>""Multicolor""}, {""key""=>""Weight"", ""value""=>""500 g""}, {""key""=>""Other Dimensions"", ""value""=>""18*15*12""}, {""key""=>""Height"", ""value""=>""7.62 cm""}, {""key""=>""Width"", ""value""=>""10.16 cm""}, {""key""=>""Sales Package"", ""value""=>""1 Roli Tika Chopra""}, {""key""=>""Pack of"", ""value""=>""1""}]}",home decor festive needs,aapno rajasthan marvel marble gold embossed roli tika chopra showpiece online aapno rajasthan marvel marble gold embossed roli tika chopra showpiece best prices with free shipping cash delivery only genuine products replacement guarantee
